but,0.0921253211
and,0.0643654197
i,0.0564011309
the,0.0539974605
as,0.0366084907
food,0.028944764
it,0.0185250587
thing,0.0184190056
for,0.0173101632
too,0.0166266827
we,0.0160529972
servic,0.0134841085
place,0.0121953492
not,0.0106061363
to,0.0090830236
that,0.0090040959
my,0.0087537391
time,0.0084820161
they,0.007356919
if,0.0070316216
enough,0.0068069163
though,0.0067050251
with,0.0060336767
so,0.0055267527
experi,0.005184912
NUM,0.0051587348
flavor,0.0049797153
way,0.0049434229
bbq,0.0049070368
this,0.0048811676
price,0.0045292766
fri,0.0045087294
amount,0.0044894377
at,0.004484436
in,0.0044532189
stuff,0.0044199817
beer,0.0043188458
a,0.003970193
pizza,0.0038785553
job,0.0038319313
friend,0.0037782284
review,0.0036989417
you,0.0036798174
although,0.0036607823
meal,0.0036316807
deal,0.0036255881
qualiti,0.0035925369
one,0.0034361968
burger,0.003424696
choic,0.003315401
select,0.0032812944
when,0.0032592565
sushi,0.0032502629
wine,0.0032494352
size,0.0032466427
sign,0.0032099593
portion,0.0031790845
reason,0.0030750503
idea,0.0030721922
restaur,0.0030506445
on,0.0030130804
valu,0.0029336457
howev,0.0028328942
just,0.0028184114
also,0.0028087428
especi,0.0027974631
there,0.0026467306
here,0.0026444873
drink,0.0024925395
veri,0.0022640097
even,0.0021153914
atmospher,0.0021089948
overal,0.0021071733
becaus,0.0020116131
all,0.0019545632
spot,0.0019349126
our,0.0019178837
their,0.0019128559
tast,0.0018726366
breakfast,0.0018664409
or,0.0018435538
tapa,0.0018323116
look,0.0017662774
luck,0.0017586808
eat,0.0016665452
everyth,0.0016616313
deep,0.0016592218
noth,0.0016586178
was,0.0016449337
varieti,0.0015872049
compani,0.0015514697
great,0.0015427045
dish,0.001531422
music,0.0015187065
ol,0.0015166908
italian,0.0014854878
vibe,0.0014830543
sauc,0.0014637981
from,0.0014280924
mix,0.0014147607
do,0.0013994181
about,0.0013956425
hot,0.0013839341
of,0.0013812226
old,0.0013797675
good,0.001313513
is,0.0012867787
no,0.0012846761
had,0.0012821708
definit,0.0012498985
peopl,0.0012494351
then,0.0012463426
tri,0.0012253801
start,0.001175365
option,0.0011737136
convers,0.0011722484
after,0.0011460331
chicken,0.0011455697
love,0.0011185468
like,0.0010943137
recommend,0.0010749457
coffe,0.0010695228
fresh,0.0010393632
ambianc,0.0010346729
yes,0.0010009895
nice,0.0009734121
brunch,0.0009677441
cocktail,0.000966153
news,0.0009639324
some,0.0009445503
french,0.0009009184
lunch,0.0009006613
locat,0.0008969554
suggest,0.0008966888
textur,0.0008960045
realli,0.0008792354
would,0.000878397
night,0.000869157
crowd,0.0008640381
except,0.0008617157
balanc,0.0008609309
which,0.0008432444
chicago,0.0008367888
sangria,0.0008280457
well,0.0008017809
oh,0.0007939432
solid,0.0007922556
go,0.0007794496
what,0.0007701239
bread,0.0007617424
sinc,0.0007616915
fish,0.0007605451
mayb,0.0007600187
perfect,0.0006959815
dinner,0.0006951525
local,0.0006890157
bar,0.0006615066
work,0.0006564667
smoke,0.0006549011
measur,0.0006530381
lord,0.0006529912
other,0.0006296394
first,0.000626733
side,0.0006253201
while,0.00062457
meat,0.0006234879
care,0.0006201583
mood,0.0006189609
nonetheless,0.0006185993
