but,0.0838202335
and,0.0610019058
i,0.0535692082
the,0.0535650506
as,0.0333443833
food,0.0265242443
it,0.0183092619
thing,0.0167145
for,0.0166456228
we,0.0153231237
too,0.0151588568
servic,0.0123461232
place,0.0115253199
to,0.0101442242
not,0.0100935892
that,0.0089573567
my,0.0086113657
time,0.007944082
they,0.0071423877
if,0.0066462629
with,0.0062914397
enough,0.0061976137
though,0.0061306023
a,0.0060305257
so,0.0055060686
NUM,0.0053443168
this,0.005077541
in,0.0049913639
experi,0.0047611751
flavor,0.0046058845
way,0.0045485307
bbq,0.0044897671
at,0.0044840088
fri,0.0043609288
price,0.0041815173
you,0.0041059758
amount,0.0040708329
stuff,0.0040031722
beer,0.0039475197
pizza,0.0036757529
friend,0.003632265
job,0.0034630396
review,0.0034167771
meal,0.0033821258
one,0.0033728901
on,0.0033593779
although,0.0033313482
was,0.0032983532
deal,0.0032905091
qualiti,0.003281894
burger,0.0031999483
when,0.0031541136
choic,0.0030216032
sushi,0.0030188738
wine,0.0030064273
select,0.0029971178
size,0.0029644355
restaur,0.002947466
portion,0.0029253131
sign,0.0029012008
just,0.0028740088
reason,0.0028260778
idea,0.0027830991
of,0.0027515467
there,0.0027343219
also,0.0027286185
here,0.0027005875
valu,0.002653276
howev,0.0026034037
especi,0.0025589998
drink,0.002369244
veri,0.0023514737
is,0.002308135
all,0.0020937052
even,0.0020701981
our,0.002030531
becaus,0.0019748095
atmospher,0.0019740097
their,0.0019549256
overal,0.0019466194
or,0.001889581
tast,0.0018385215
spot,0.0017982118
great,0.0017610909
had,0.0017504549
breakfast,0.001745354
good,0.0017333715
tapa,0.0017205263
look,0.0017043232
eat,0.0016697773
everyth,0.0015958839
dish,0.0015914319
luck,0.0015900893
do,0.0015599924
deep,0.0015596521
sauc,0.0015513227
noth,0.001550569
about,0.0015032179
from,0.0015027902
varieti,0.0014534838
compani,0.0014045082
music,0.0014002232
italian,0.0013890906
tri,0.0013848592
ol,0.0013699126
like,0.0013675177
vibe,0.0013524963
hot,0.0013271544
mix,0.0013023171
no,0.0012997382
definit,0.0012651627
old,0.0012644991
peopl,0.0012581942
love,0.0012435313
then,0.0012116911
after,0.001168465
chicken,0.0011614965
start,0.0011211514
option,0.0010963189
recommend,0.0010762738
convers,0.0010742858
some,0.0010690224
realli,0.0010636345
would,0.0010510269
fresh,0.0010295942
go,0.0010282831
nice,0.0010146398
which,0.0010108122
coffe,0.0009947271
ambianc,0.0009590641
were,0.0009543213
yes,0.0009409429
brunch,0.0009294075
be,0.0009237547
have,0.0009165388
chicago,0.0009137376
night,0.0009120813
cocktail,0.0009054812
french,0.0009013017
lunch,0.0008974348
what,0.0008880486
well,0.000875698
news,0.0008720892
locat,0.0008417076
suggest,0.0008376997
crowd,0.0008351064
textur,0.0008274082
wait,0.0008234232
except,0.0008001838
get,0.0007963493
balanc,0.0007883817
sangria,0.000782264
are,0.0007726235
bread,0.0007620128
sinc,0.0007612474
oh,0.000757839
perfect,0.0007499182
fish,0.0007440076
dinner,0.0007374516
mayb,0.0007360926
solid,0.0007324627
other,0.0007290829
bar,0.0007198943
can,0.0006982582
first,0.0006853792
s,0.0006823637
nt,0.0006795844
will,0.0006689344
side,0.0006641316
while,0.0006528532
best,0.0006458032
local,0.0006451703
work,0.0006441077
onli,0.0006429788
better,0.0006410761
meat,0.0006365801
did,0.0006344893
smoke,0.0006205641
day,0.0006162637
most,0.00061429
he,0.0006135496
salad,0.0006125177
chees,0.0006064095
measur,0.0005925494
lord,0.0005918445
rib,0.0005871413
care,0.0005865122
sweet,0.0005858773
beef,0.0005686979
mood,0.0005685071
high,0.0005641261
nonetheless,0.0005630693
sandwich,0.0005626358
serv,0.0005622176
crust,0.0005614475
wing,0.0005604204
could,0.0005599514
date,0.0005586682
next,0.0005534567
park,0.0005516192
cheap,0.0005509297
consid,0.0005495803
by,0.0005477513
staff,0.0005390365
everi,0.0005380295
pasta,0.0005329696
probabl,0.000530618
order,0.0005264211
vegan,0.0005258602
dine,0.0005237503
crunchi,0.000523665
pork,0.0005187
brisket,0.0005177889
tip,0.0005174216
cajun,0.0005054987
come,0.0005013584
got,0.0004953567
over,0.0004865662
littl,0.0004831922
crispi,0.0004788833
server,0.0004786262
tabl,0.0004785044
now,0.0004722016
part,0.0004712502
mac,0.0004710488
albeit,0.000469171
kind,0.000461608
combin,0.0004551987
everyon,0.0004545389
note,0.0004539903
out,0.0004525027
number,0.000452359
right,0.0004410949
make,0.0004407017
menu,0.0004399767
light,0.0004388498
again,0.0004348918
fast,0.0004331905
either,0.0004313175
these,0.0004296104
more,0.0004286877
onc,0.0004231253
small,0.000422289
without,0.0004180903
chanc,0.0004176022
mexican,0.0004156486
back,0.0004141112
dip,0.0004129546
red,0.0004089065
potato,0.00040873
worth,0.00040805
me,0.0004075148
tender,0.0004060466
vegetarian,0.0004019179
cook,0.0004015602
dog,0.0003989622
never,0.0003987454
she,0.000395664
rate,0.000390841
money,0.0003902972
amaz,0.0003893697
spici,0.0003889929
pretti,0.0003866106
call,0.0003860122
almost,0.000382246
dessert,0.0003789478
crisp,0.0003782784
top,0.0003762136
ole,0.0003737422
befor,0.000368943
